timestamp,mx,my,mz,multi_ranger_x_drift,multi_ranger_y_drift,multi_ranger_z_drift,multi_ranger_x_drift_pos_exceeded,multi_ranger_x_drift_pos_trigger,multi_ranger_x_drift_neg_exceeded,multi_ranger_x_drift_neg_trigger,multi_ranger_y_drift_pos_exceeded,multi_ranger_y_drift_pos_trigger,multi_ranger_y_drift_neg_exceeded,multi_ranger_y_drift_neg_trigger,multi_ranger_z_drift_pos_exceeded,multi_ranger_z_drift_pos_trigger,multi_ranger_z_drift_neg_exceeded,multi_ranger_z_drift_neg_trigger
28596,-0.01,0.13,0.13,-0.01,0.13,0.0,0,,0,,0,,0,,0,,0,
28696,-0.01,0.1,0.13,-0.01,0.1,0.0,0,,0,,0,,0,,0,,0,
28796,-0.01,0.12,0.14,-0.01,0.12,0.0,0,,0,,0,,0,,0,,0,
28996,-0.0,0.14,0.16,-0.0,0.14,2.7755575615628914e-17,0,,0,,0,,0,,0,,0,
29096,0.0,0.15,0.18,0.0,0.15,-2.7755575615628914e-17,0,,0,,0,,0,,0,,0,
29296,0.0,0.13,0.24,0.0,0.13,0.0,0,,0,,0,,0,,0,,0,
29396,-0.01,0.12,0.26,-0.01,0.12,0.0,0,,0,,0,,0,,0,,0,
29496,-0.0,0.12,0.3,-0.0,0.12,0.0,0,,0,,0,,0,,0,,0,
29596,0.0,0.1,0.33,0.0,0.1,0.0,0,,0,,0,,0,,0,,0,
29696,0.0,0.11,0.36,0.0,0.11,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,
29796,0.0,0.11,0.39,0.0,0.11,0.0,0,,0,,0,,0,,0,,0,
29896,0.0,0.1,0.44,0.0,0.1,0.0,0,,0,,0,,0,,0,,0,
29996,0.01,0.1,0.46,0.01,0.1,-5.551115123125783e-17,0,,0,,0,,0,,0,,0,
30096,0.0,0.08,0.49,0.0,0.08,0.0,0,,0,,0,,0,,0,,0,
30196,0.01,0.1,0.53,0.01,0.1,0.0,0,,0,,0,,0,,0,,0,
30396,-0.0,0.09,0.59,-0.0,0.09,0.0,0,,0,,0,,0,,0,,0,
30496,-0.01,0.08,0.6,-0.01,0.08,0.0,0,,0,,0,,0,,0,,0,
30596,0.0,0.1,0.64,0.0,0.1,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,
30696,-0.0,0.09,0.66,-0.0,0.09,0.0,0,,0,,0,,0,,0,,0,
30796,0.0,0.08,0.68,0.0,0.08,0.0,0,,0,,0,,0,,0,,0,
30896,0.01,0.07,0.71,0.01,0.07,0.0,0,,0,,0,,0,,0,,0,
30996,0.01,0.08,0.74,0.01,0.08,0.0,0,,0,,0,,0,,0,,0,
31096,0.02,0.08,0.76,0.02,0.08,0.0,0,,0,,0,,0,,0,,0,
31296,0.02,0.07,0.8,0.02,0.07,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,
31396,0.03,0.08,0.82,0.03,0.08,0.0,0,,0,,0,,0,,0,,0,
31496,0.03,0.07,0.85,0.03,0.07,0.0,0,,0,,0,,0,,0,,0,
31596,0.04,0.08,0.87,0.04,0.08,1.1102230246251565e-16,0,,0,,0,,0,,0,,0,
31696,0.05,0.08,0.9,0.05,0.08,-1.1102230246251565e-16,0,,0,,0,,0,,0,,0,
31896,0.06,0.07,0.94,0.06,0.07,0.0,0,,0,,0,,0,,0,,0,
31996,0.07,0.08,0.96,0.07,0.08,0.0,0,,0,,0,,0,,0,,0,
32296,0.08,0.08,1.03,0.08,0.08,0.0,0,,0,,0,,0,,0,,0,
32396,0.08,0.09,1.06,0.08,0.09,0.0,0,,0,,0,,0,,0,,0,
32496,0.09,0.09,1.08,0.09,0.09,0.0,0,,0,,0,,0,,0,,0,
32796,0.09,0.1,1.14,0.09,0.1,-2.220446049250313e-16,0,,0,,0,,0,,0,,0,
32996,0.1,0.11,1.18,0.1,0.11,0.0,0,,0,,0,,0,,0,,0,
33196,0.11,0.13,1.22,0.11,0.13,0.0,0,,0,,0,,0,,0,,0,
33296,0.11,0.12,1.24,0.11,0.12,0.0,0,,0,,0,,0,,0,,0,
33396,0.11,0.14,1.27,0.11,0.14,0.0,0,,0,,0,,0,,0,,0,
33496,0.12,0.15,1.29,0.12,0.15,0.0,0,,0,,0,,0,,0,,0,
33596,0.11,0.14,1.31,0.11,0.14,0.0,0,,0,,0,,0,,0,,0,
33696,0.11,0.15,1.33,0.11,0.15,0.0,0,,0,,0,,0,,0,,0,
33796,0.11,0.14,1.35,0.11,0.14,0.0,0,,0,,0,,0,,0,,0,
33896,0.11,0.15,1.37,0.11,0.0,-0.1299999999999999,0,,0,,0,,0,,0,,0,
33996,0.11,0.14,1.39,0.11,0.0,-0.1100000000000001,0,,0,,0,,0,,0,,0,
34096,0.11,0.15,1.41,0.11,0.0,-0.09000000000000008,0,,0,,0,,0,,0,,0,
34196,0.11,0.16,1.43,0.11,0.0,-0.07000000000000006,0,,0,,0,,0,,0,,0,
