Timestamp,X-Coordinate,Y-Coordinate,Z-Coordinate
929768,-0.0007619971293024719,-0.0007005927036516368,0.0005070442566648126
929868,0.005522013641893864,0.004324875306338072,8.890849858289585e-05
929968,0.004152832552790642,0.009740236215293407,0.0010624348651617765
930068,0.010629808530211449,0.013527692295610905,0.0006193059962242842
930168,0.014840325340628624,0.016304565593600273,0.0003343518474139273
930268,0.011920055374503136,0.03018980473279953,-6.152092100819573e-05
930368,0.016934840008616447,0.029368339106440544,0.00044596163206733763
930468,0.0172397680580616,0.024394061416387558,0.0005208473885431886
930568,0.021570486947894096,0.022442251443862915,0.0012148802634328604
930668,0.016470368951559067,0.027538644149899483,0.00047350546810775995
930768,0.01740313321352005,0.014354835264384747,0.00025567354168742895
930868,0.011886104010045528,0.0075528789311647415,0.0006492027314379811
930968,0.011056248098611832,0.011820778250694275,0.0009101617033593357
931068,0.0076352390460669994,0.009790060110390186,0.00043480488238856196
931168,0.00431090360507369,-0.00104354543145746,0.0007207166054286063
931268,0.0072447312995791435,0.0063896928913891315,0.0008973094518296421
931368,0.013197802007198334,0.019286025315523148,5.037130176788196e-05
931468,0.013658936135470867,0.026702208444476128,-0.00013614179624710232
931568,0.01253560185432434,0.03544004634022713,-3.7856971175642684e-05
931668,0.012554116547107697,0.03025575540959835,0.0005105166928842664
931768,0.018119001761078835,0.03940393030643463,9.277713252231479e-05
931868,0.01773052290081978,0.04157998412847519,0.0007354884291999042
931968,0.019242092967033386,0.04641026630997658,0.00033342689857818186
932068,0.013177250511944294,0.039973821491003036,0.000551205244846642
932168,0.013651924207806587,0.00890258140861988,-0.0013630776666104794
932268,0.014315302483737469,0.001395365339703858,0.003361496841534972
932368,0.015572928823530674,0.0025338339619338512,0.01010943204164505
932468,0.013911384157836437,0.015453344210982323,0.028709353879094124
932568,0.009262160398066044,0.023993492126464844,0.05574369803071022
932668,0.0056304545141756535,0.034108590334653854,0.08002941310405731
932768,0.005658396519720554,0.03959844261407852,0.09278883785009384
932868,0.008142467588186264,0.04103265330195427,0.0894397422671318
932968,0.009699488058686256,0.040630973875522614,0.09548179060220718
933068,0.009338143281638622,0.03721608966588974,0.10680218040943146
933168,0.01055371854454279,0.037880539894104004,0.12434867024421692
933268,0.0044951424933969975,0.031836844980716705,0.14765627682209015
933368,0.003722785972058773,0.03287599980831146,0.17345833778381348
933468,0.003120639594271779,0.03226437047123909,0.19748236238956451
933568,0.002516134176403284,0.03110826201736927,0.22428303956985474
933668,0.008230241946876049,0.02211487852036953,0.25298330187797546
933768,0.008451378904283047,0.0210275761783123,0.27631962299346924
933868,0.005619254428893328,0.021517787128686905,0.3033161759376526
933968,0.005617956165224314,0.02173558808863163,0.3299819827079773
934068,0.00597804319113493,0.023370182141661644,0.35697051882743835
934168,0.004262316972017288,0.02321574091911316,0.3829866349697113
934268,0.005226665176451206,0.025229062885046005,0.4091908037662506
934368,0.004602499771863222,0.026216281577944756,0.4322696626186371
934468,0.0070383865386247635,0.027660470455884933,0.45858800411224365
934568,0.004726793151348829,0.025577271357178688,0.48225149512290955
934668,0.00938723050057888,-0.0015688829589635134,0.5062332153320312
934768,0.012997779063880444,-0.0081171914935112,0.5288032293319702
934868,0.014496725052595139,-0.013476857915520668,0.5539573431015015
934968,0.014819778501987457,-0.017431391403079033,0.5817193984985352
935068,0.015722818672657013,-0.01749669387936592,0.6053246855735779
935168,0.015697674825787544,-0.02074398472905159,0.6291636228561401
935268,0.0488383024930954,-0.0354713536798954,0.6511862277984619
935368,0.05617085471749306,-0.035606153309345245,0.6726650595664978
935468,0.05806422978639603,-0.033367641270160675,0.6957316994667053
