Timestamp,X-Coordinate,Y-Coordinate,Z-Coordinate
1436179,-0.6851767897605896,0.03701777011156082,0.0001832869165809825
1436279,-0.6875528693199158,0.03539431095123291,9.419566777069122e-05
1436379,-0.6862248182296753,0.0351099967956543,-4.5119086280465126e-05
1436479,-0.6837825179100037,0.029198111966252327,0.000187235651537776
1436579,-0.6838816404342651,0.028284290805459023,8.650324161862954e-05
1436679,-0.682274580001831,0.033595599234104156,5.123400114825927e-05
1436779,-0.6849325299263,0.03198448568582535,1.5290457668015733e-05
1436879,-0.6848137378692627,0.032970085740089417,-9.092198888538405e-05
1436979,-0.6839373707771301,0.03236107528209686,-0.00014017017383594066
1437079,-0.6834678053855896,0.032288387417793274,-1.8053844542009756e-05
1437179,-0.6837717294692993,0.029828054830431938,-9.384938311995938e-05
1437279,-0.6855586171150208,0.03159734234213829,-2.7708297238859814e-06
1437379,-0.6818451881408691,0.027670351788401604,3.457340062595904e-05
1437479,-0.6818487644195557,0.028296811506152153,2.0296982256695628e-05
1437579,-0.6821554899215698,0.029270924627780914,2.353321178816259e-05
1437679,-0.6820837259292603,0.027065427973866463,0.00016198362573049963
1437779,-0.6808592081069946,0.024558771401643753,-3.442434717726428e-06
1437879,-0.6811676025390625,0.02534830942749977,-3.7232519389363006e-05
1437979,-0.6763972043991089,0.03062698058784008,4.123008329770528e-05
1438079,-0.6759225130081177,0.033010270446538925,-0.00010635132639436051
1438179,-0.6753034591674805,0.03252940624952316,0.00016085588140413165
1438279,-0.6773581504821777,0.0318053774535656,7.641495176358148e-05
1438379,-0.671164870262146,0.038287896662950516,-0.00011593628005357459
1438479,-0.6701580882072449,0.04304543882608414,-1.3309277164808009e-05
1438579,-0.6717957854270935,0.04544364660978317,8.684997737873346e-05
1438679,-0.672406792640686,0.04110097885131836,0.00022891283151693642
1438779,-0.6748554706573486,0.03873022273182869,0.00018343815463595092
1438879,-0.6738228797912598,0.03821302950382233,-8.492523193126544e-06
1438979,-0.674707293510437,0.03805011510848999,-0.00012140362377976999
1439079,-0.6749749183654785,0.03819587081670761,-0.00015639065532013774
1439179,-0.6745831370353699,0.037822604179382324,-0.00010497990297153592
1439279,-0.6736046671867371,0.03597263991832733,-3.564334474503994e-05
1439379,-0.6735925078392029,0.04064987599849701,-2.3274591512745246e-05
1439479,-0.6729002594947815,0.040344323962926865,-8.158852870110422e-05
1439579,-0.6729514598846436,0.039904773235321045,-5.460208558361046e-05
1439679,-0.6750985383987427,0.03353251516819,-5.114999657962471e-05
1439779,-0.6752803325653076,0.03291325643658638,9.70409091678448e-05
1439879,-0.6746037006378174,0.03539952263236046,8.234360575443134e-05
1439979,-0.6710201501846313,0.03982975333929062,-0.00010072661098092794
1440079,-0.67172771692276,0.04173474758863449,-4.0883500332711264e-05
1440179,-0.6711736917495728,0.042869970202445984,8.88688191480469e-06
1440279,-0.6716435551643372,0.045211710035800934,-6.8957942858105525e-06
1440379,-0.6680179238319397,0.036861855536699295,-8.456287469016388e-05
1440479,-0.6691073775291443,0.035539671778678894,-0.0001103465911000967
1440579,-0.6714991331100464,0.029726944863796234,-2.9335042199818417e-05
1440679,-0.6670498847961426,0.01958983950316906,6.560427573276684e-05
1440779,-0.6708981394767761,0.020793424919247627,0.0009483103058300912
1440879,-0.6703285574913025,0.021422987803816795,0.0006947803776711226
1440979,-0.6693999171257019,0.020698336884379387,0.0002401519159320742
1441079,-0.6632077097892761,0.025654250755906105,-6.890466465847567e-06
