Timestamp,X-Coordinate,Y-Coordinate,Z-Coordinate
3063543,-0.030183730646967888,0.8595606684684753,0.00023099969257600605
3063643,-0.03037988394498825,0.8600934743881226,-0.00022945861564949155
3063743,-0.03171472251415253,0.8600978255271912,4.279363201931119e-05
3063843,-0.032376956194639206,0.8633472323417664,5.598735879175365e-05
3063943,-0.03184284642338753,0.8681586980819702,-0.00013889733236283064
3064043,-0.03272202983498573,0.8672259449958801,0.0002613136894069612
3064143,-0.0330108217895031,0.8676789999008179,0.0005040175747126341
3064243,-0.03259516879916191,0.8682584166526794,0.0003984036447945982
3064343,-0.030978620052337646,0.8637185096740723,0.0005772436270490289
3064443,-0.031164824962615967,0.8594920039176941,0.0006009860662743449
3064543,-0.032230228185653687,0.8559439182281494,0.0010269470512866974
3064643,-0.033894386142492294,0.8514401316642761,0.0003481487510725856
3064743,-0.0323052778840065,0.8543030619621277,0.0004274953680578619
3064843,-0.03332558646798134,0.8552396297454834,0.0006895631668157876
3064943,-0.03291819989681244,0.855031430721283,2.531205245759338e-05
3065043,-0.0318777970969677,0.8534103631973267,0.0005568535998463631
3065143,-0.03284161537885666,0.8553776741027832,0.0009399592527188361
3065243,-0.033334881067276,0.8549035787582397,0.0009715361520648003
3065343,-0.03243362158536911,0.8550781607627869,8.936959784477949e-05
3065443,-0.03222664073109627,0.8603143692016602,0.0002875729405786842
3065543,-0.033030107617378235,0.8611867427825928,-7.468049443559721e-05
3065643,-0.0328182652592659,0.8610003590583801,0.00020703667541965842
3065743,-0.033227622509002686,0.861255407333374,0.0010641891276463866
3065843,-0.0320480614900589,0.8604950904846191,0.001239509554579854
3065943,-0.03307186812162399,0.8613699078559875,0.0004203279095236212
3066043,-0.03336166962981224,0.8609880208969116,0.00018396417726762593
3066143,-0.030697431415319443,0.8621182441711426,-0.00010419115278637037
3066243,-0.0341038852930069,0.8605509996414185,0.00013439873873721808
3066343,-0.036826446652412415,0.8626301884651184,0.00039232723065651953
3066443,-0.03694675862789154,0.862981379032135,1.4132061551208608e-05
3066543,-0.032592955976724625,0.8575281500816345,-9.159081673715264e-05
3066643,-0.0332995168864727,0.8542356491088867,0.00038892621523700655
3066743,-0.03127167373895645,0.8501949310302734,0.00011596055992413312
3066843,-0.029981687664985657,0.8501316905021667,0.0005617159768007696
3066943,-0.02967696636915207,0.8515191078186035,0.000773259496781975
3067043,-0.0283639095723629,0.8567779660224915,0.0007251848583109677
3067143,-0.03242582455277443,0.8663808107376099,0.0004645219596568495
3067243,-0.031747978180646896,0.8668347001075745,0.0005032505723647773
3067343,-0.029283074662089348,0.8665714263916016,0.0010260258568450809
3067443,-0.024720296263694763,0.8729854822158813,0.001198292477056384
3067543,-0.025923404842615128,0.870903491973877,0.001018000883050263
3067643,-0.025482703000307083,0.8707630038261414,0.0003908758226316422
3067743,-0.026638327166438103,0.8717338442802429,0.0006652945303358138
3067843,-0.024803526699543,0.874093770980835,0.00021741520322393626
3067943,-0.024462245404720306,0.8790440559387207,0.0003554144932422787
3068043,-0.021322976797819138,0.8701815009117126,0.0006539410096593201
3068143,-0.019251802936196327,0.8708663582801819,0.00019706416060216725
3068243,-0.024403907358646393,0.8725153803825378,0.0007605833816342056
3068343,-0.022871406748890877,0.8718891143798828,0.0012621389469131827
3068443,-0.024251054972410202,0.8720467686653137,0.00033835406065918505
3068543,-0.024160437285900116,0.8733680248260498,0.0002703293866943568
3068643,-0.024168014526367188,0.8738152384757996,0.0005795449251309037
3068743,-0.022191476076841354,0.8726451992988586,0.0005078826798126101
3068843,-0.02104230783879757,0.8743797540664673,0.0003444112080615014
3068943,-0.0262911319732666,0.8740342259407043,0.0003558968601282686
3069043,-0.026254815980792046,0.874685525894165,0.000843562709633261
3069143,-0.026114027947187424,0.8744624257087708,0.0005171537050046027
3069243,-0.024815848097205162,0.8746302127838135,0.000860164116602391
